,browserFamily,deviceCategory,geoCountryName,isMobile,label,lastActionMapId,lastActionType,numberOfEvents,vid,visitRefDomain,TIMESTAMP
6275,Mobile Safari,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,6,5a6c819e00252a222902bf3a,google.ie,1530640830
6276,Mobile Safari,Mobile,Ireland,True,False,cj5jtrt1okxt307pq291vszzx,im,26,5adf3ea300252a220b62ff15,,1530640830
6277,Mobile Safari,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,41,5a69d21500252a224c6cf83f,,1530640830
6278,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a6cb1c800252a224d078311,,1530640830
6279,Mobile Safari,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,4,5ac9e26600252a2222111278,google.ie,1530640830
6280,Mobile Safari,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,12,5ab2ada800252a221c19fbfd,google.ie,1530640830
6281,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5a8dcbea00252a227bfe4f07,,1530640830
6282,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,42,5a6b981500252a22230278c5,,1530640830
6283,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,35,5abccad600252a2246f05f88,365online.com,1530640830
6284,Chrome Mobile iOS,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,36,5abb572000252a22135ea1ef,google.ie,1530640830
6285,IE,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,24,5a7439fe00252a223c7abfd7,sharepoint.com,1530640830
6286,Chrome Mobile iOS,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,7,5a6bd7a200252a226638421e,google.ie,1530640830
6287,Firefox,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,29,5ab0f80800252a22441cbf06,google.ie,1530640830
6288,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,20,5a4bc39a00252a226aae5f08,,1530640830
6289,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a5e820300252a22139022db,,1530640830
6290,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,27,5a634eb100252a222b75b120,,1530640830
6291,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,28,5a9333a100252a2218630504,,1530640830
6292,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a55159b00252a2206faa6e9,,1530640830
6293,Chrome,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,31,5aa7b05800252a223cdd2214,google.ie,1530640830
6294,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,42,5ad6191d00252a22465d7475,,1530640830
6295,Chrome Mobile,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,30,5ac76ef800252a225e7acc2a,google.ie,1530640830
6296,Mobile Safari,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,11,5a86d7d300252a222e425391,,1530640830
6297,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,29,5a83452800252a2279e6d206,,1530640830
6298,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a8f4b6800252a225e1a3834,,1530640830
6299,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,4,5a85b04400252a2201588081,,1530640830
6300,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5a96aab900252a2230b45b03,,1530640830
6301,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a5d181f00252a227ede40b0,,1530640830
6302,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,22,5a6c69dd00252a2278b70a12,,1530640830
6303,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a9715b700252a223c41fe10,,1530640830
6304,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5a95d09200252a223713b124,,1530640830
6305,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,22,5a9c4e6400252a22514cbb69,,1530640830
6306,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,20,5ad05e4700252a223278acd6,,1530640830
6307,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,73,5ade7e7200252a226b85d119,,1530640830
6308,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,21,5aa313fc00252a227fda9c7c,,1530640830
6309,Chrome Mobile,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,22,5a906e6a00252a2249d15129,android.googlequicksearchbox,1530640830
6310,Chrome,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,29,5a8ed35b00252a2252179c01,,1530640830
6311,Chrome,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,25,5a68893100252a224877ec43,,1530640830
6312,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5aa164a500252a2269f8ee3f,,1530640830
6313,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,30,5ae5d18300252a222243def3,,1530640830
6314,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5aa5433400252a226144c835,,1530640830
6315,Chrome,Desktop,Netherlands,False,False,ciqwehb936dwp01qirwyhd0i3,im,35,5abce88d00252a22700e5180,google.nl,1530640830
6316,Mobile Safari,Mobile,Ukraine,True,False,ciqwehb936dwp01qirwyhd0i3,im,4,5a5ef8a500252a227e134136,google.com.ua,1530640830
6317,Mobile Safari,Mobile,Ireland,True,False,cjawivamo545707qylvkasw8v,im,16,5a86b98b00252a2206691a26,bankofireland.com,1530640830
6318,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a83106300252a22078af96f,,1530640830
6319,Chrome Mobile,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,44,5acdc92f00252a225fcf4cba,google.ie,1530640830
6320,Facebook,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,38,5ab50d6d00252a220498f090,facebook.com,1530640830
6321,Samsung Internet,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,7,5a6a582000252a220cb3be8e,,1530640830
6322,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,34,5a91ce5000252a22059e230a,,1530640830
6323,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,29,5a855cc500252a2236a0bfd7,,1530640830
6324,Mobile Safari,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,15,5a73387000252a221505b579,,1530640830
6325,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,22,5a708aac00252a221e349054,,1530640830
6326,Mobile Safari,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,7,5a94070500252a2213b95762,google.ie,1530640830
6327,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,26,5ace25c400252a226d716fc0,,1530640830
6328,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,12,5a79c07200252a2204659f54,google.ie,1530640830
6329,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,25,5a743b5b00252a226332ee29,,1530640830
6330,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a749f6100252a2244b0d2eb,,1530640830
6331,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,7,5ac39c8700252a2236e6dc84,google.ie,1530640830
6332,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,24,5aa8133c00252a2276ebdec5,,1530640830
6333,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,15,5aaf8c0f00252a2247486470,google.ie,1530640830
6334,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,41,5a5f49ad00252a2241ada794,,1530640830
6335,Chrome Mobile,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,36,5a7095c300252a227d5d124e,,1530640830
6336,IE,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,38,5a689d2200252a2252f4a613,google.ie,1530640830
6337,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,23,5a743a3300252a222ca93df0,,1530640830
6338,IE,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,15,5ae32f9400252a224c54d23c,sharepoint.com,1530640830
6339,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,56,5ae0639700252a2279400266,,1530640830
6340,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,24,5a9fb34b00252a225131060a,,1530640830
6341,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5acdc80200252a2230aa3d4e,,1530640830
6342,Chrome Mobile,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,22,5a69b8bd00252a223676f7b6,,1530640830
6343,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,30,5ade3b9a00252a2216018bcf,,1530640830
6344,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5aa672ef00252a2265fdfc21,,1530640830
6345,Mobile Safari,Mobile,United Kingdom,True,False,ciqwehb936dwp01qirwyhd0i3,im,4,5a904b8200252a22502d9a2f,bankofireland.com,1530640830
6346,Samsung Internet,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,23,5a6efa6b00252a227987a6fb,,1530640830
6347,Chrome,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,31,5ac6374300252a220d909439,google.ie,1530640830
6348,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,8,5a96c7e100252a226b5e7984,google.ie,1530640830
6349,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,34,5ae1abc600252a22702f72e2,google.ie,1530640830
6350,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a7f75b700252a22010c932b,,1530640830
6351,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,26,5a89d0f300252a222fdbc988,,1530640830
6352,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,19,5a65c37c00252a222360b13a,,1530640830
6353,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5a6b97c100252a2227fb2920,,1530640830
6354,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,28,5a5f418f00252a220eccf77d,,1530640830
6355,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,22,5a7f10ca00252a222ceb1f14,,1530640830
6356,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,17,5ab11ed100252a2278c439d8,bankofireland.com,1530640830
6357,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5a8dc06200252a2231d0c7d7,,1530640830
6358,Chrome Mobile,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,30,5a8af3f500252a224d90e59a,google.ie,1530640830
6359,Opera,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,14,5a8adae200252a22247044b2,google.ie,1530640830
6360,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a67afde00252a2245b99069,,1530640830
6361,Chrome Mobile,Mobile,Ireland,True,False,cj5jtrt1okxt307pq291vszzx,im,37,5adefb3900252a2227902935,,1530640830
6362,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,36,5ae0368e00252a225f856504,,1530640830
6363,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,22,5accf71b00252a22125fc668,,1530640830
6364,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,18,5a8d370e00252a224f526fed,google.ie,1530640830
6365,Mobile Safari,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,4,5a64916600252a224e1963d2,google.ie,1530640830
6366,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,7,5a4df99c00252a22536fb967,,1530640830
6367,Mobile Safari UI/WKWebView,Tablet,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,32,5ae70fd300252a226f8dffad,,1530640830
6368,Chrome,Desktop,Qatar,False,False,cj5sd7warvddy07oc8uiw6zlt,im,29,5aa2544000252a2267e30e57,google.com,1530640830
6369,Edge,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,42,5a562d9000252a2234308c2d,,1530640830
6370,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5aa1152900252a2270630f7d,,1530640830
6371,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a80aa0300252a2236818884,,1530640830
6372,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a4e4a8b00252a2207371f7e,,1530640830
6373,Mobile Safari,Mobile,Ireland,True,False,cj5jtrt1okxt307pq291vszzx,im,26,5adf3c4a00252a2255ca6739,,1530640830
6374,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,23,5a59fbcc00252a2206a6b5fe,,1530640830
6375,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,38,5a5a140a00252a2211775e03,,1530640830
6376,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5a4ed41400252a22361ba68e,,1530640830
6377,Mobile Safari,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,59,5a71d14f00252a222f895bb5,bonkers.ie,1530640830
6378,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,21,5a9e79e900252a222a31bf22,,1530640830
6379,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5aa281ba00252a222b79d6d0,,1530640830
6380,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5aa2c14b00252a226598d9c9,,1530640830
6381,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,23,5a74bbbe00252a222d769bcf,,1530640830
6382,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a5e5ad800252a221313503e,,1530640830
6383,Safari,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,26,5a9d419800252a224a6bc236,365online.com,1530640830
6384,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,31,5ad7591f00252a222a7273df,,1530640830
6385,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,20,5a716e9500252a22764c4e14,,1530640830
6386,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a97fa9b00252a2251cb9a17,,1530640830
6387,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,20,5aa69d6000252a2249d4d1dc,,1530640830
6388,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,22,5a6a65f200252a225c28cb0f,,1530640830
6389,Mobile Safari UI/WKWebView,Mobile,Germany,True,True,NO-ACTION,NO-ACTION,20,5a777a1900252a227af1078c,,1530640830
6390,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,18,5a664c7300252a220267686e,,1530640830
6391,Chrome Mobile,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,35,5a72f8ae00252a22770f6b81,android.googlequicksearchbox,1530640830
6392,Mobile Safari,Tablet,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,5,5a8f590600252a2237ba26ff,google.ie,1530640830
6393,Samsung Internet,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,21,5a73332100252a223337c572,,1530640830
6394,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5acd5aca00252a221c9fac65,,1530640830
6395,Chrome,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,27,5a85aace00252a220cb73c90,,1530640830
6396,Chrome,Desktop,Ireland,False,False,cjawivamo545707qylvkasw8v,im,25,5ac4a0e200252a227776665e,google.ie,1530640830
6397,Mobile Safari,Tablet,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,17,5a57e31900252a222132166a,google.ie,1530640830
6398,Chrome,Other,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,48,5a9408e000252a22472ab823,,1530640830
6399,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a9e9b1d00252a2251a55131,,1530640830
6400,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a947f7200252a22189a3332,,1530640830
6401,Chrome Mobile,Mobile,Ireland,True,False,cjawivamo545707qylvkasw8v,im,84,5ab4d52a00252a227fa9d020,android.googlequicksearchbox,1530640830
6402,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,6,5a4f5d9f00252a223abcdf9d,365online.com,1530640830
6403,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5a69f19700252a224f4187d7,,1530640830
6404,Mobile Safari UI/WKWebView,Mobile,Spain,True,True,NO-ACTION,NO-ACTION,21,5a608f3300252a222e583f34,,1530640830
6405,IE,Desktop,Germany,False,False,ciqwehb936dwp01qirwyhd0i3,im,41,5a5c82b000252a2245879521,google.ie,1530640830
6406,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,34,5ae5bfde00252a2247761e18,,1530640830
6407,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,4,5abdf1e400252a225642ecc0,google.ie,1530640830
6408,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5aa2612400252a22287e7c60,,1530640830
6409,Mobile Safari,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,22,5a4ba5d300252a22685686d0,google.ie,1530640830
6410,Chrome Mobile,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,27,5ab1336e00252a2217a3ab7a,google.ie,1530640830
6411,Mobile Safari UI/WKWebView,Mobile,Germany,True,True,NO-ACTION,NO-ACTION,58,5ad71e3300252a227b5a3a43,,1530640830
6412,IE,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,4,5a54978600252a223261af5c,365online.com,1530640830
6413,Chrome Mobile,Mobile,United Kingdom,True,True,NO-ACTION,NO-ACTION,18,5a5b5fa500252a2232409742,,1530640830
6414,Mobile Safari,Mobile,Ireland,True,False,cjawivamo545707qylvkasw8v,im,33,5a787a8100252a2268307c0a,,1530640830
6415,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a7d859000252a222ca344ba,,1530640830
6416,Mobile Safari,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,13,5a5282f100252a220d57711a,google.ie,1530640830
6417,Chrome Mobile,Mobile,Sweden,True,True,NO-ACTION,NO-ACTION,20,5a85c47300252a220a9fe536,,1530640830
6418,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a5e541100252a22377f9974,,1530640830
6419,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,28,5a5fcf1600252a2230229ea1,,1530640830
6420,Chrome,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,51,5a9e8deb00252a2201e8d073,google.ie,1530640830
6421,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,21,5ab3f89100252a2240847142,google.ie,1530640830
6422,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,22,5a5cc67f00252a226aa493a9,,1530640830
6423,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,10,5aa90e9600252a222788756f,google.ie,1530640830
6424,IE,Desktop,United Kingdom,False,False,ciqwehb936dwp01qirwyhd0i3,im,9,5a7735b900252a225c2f30f7,bing.com,1530640830
6425,Mobile Safari,Tablet,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,11,5a92c71c00252a222054e7f5,google.ie,1530640830
6426,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,31,5ae2407100252a2213652ffe,,1530640830
6427,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,23,5a74a91700252a223df76607,,1530640830
6428,Mobile Safari,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,54,5a53bfa500252a22605dbb75,google.ie,1530640830
6429,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,27,5a8c5b6600252a226c12e1fe,google.ie,1530640830
6430,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5a9a81e700252a2200867030,,1530640830
6431,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,26,5a9181b600252a2256ad144b,,1530640830
6432,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,33,5a6f0b3800252a2260cad615,,1530640830
6433,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a9d404100252a222935cd90,,1530640830
6434,Mobile Safari,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,75,5a84546300252a224ac12518,google.ie,1530640830
6435,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,81,5ad794a300252a2245348143,,1530640830
6436,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,26,5a8fcf3900252a226f77c983,,1530640830
6437,Mobile Safari,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,4,5a7df51b00252a225a94f874,google.ie,1530640830
6438,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,19,5a95c42100252a221268e9d0,,1530640830
6439,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,40,5ad5e1b200252a225eb9f1a5,,1530640830
6440,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,19,5a99b7ea00252a22644b0669,,1530640830
6441,IE,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,5,5a81a00500252a2275ce6ce7,google.ie,1530640830
6442,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,27,5ad89eee00252a222ac33934,,1530640830
6443,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5a86e57800252a221ac9964d,,1530640830
6444,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5aa270ec00252a22174647ee,,1530640830
6445,Mobile Safari,Mobile,Ireland,True,False,cjawivamo545707qylvkasw8v,im,9,5a7c1bfc00252a22504d1b40,google.ie,1530640830
6446,Chrome,Desktop,Poland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,31,5a4b605000252a224a18fb2d,,1530640830
6447,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5a4cfa9400252a221d34bef2,,1530640830
6448,IE,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,19,5a55e9e400252a221525529c,google.ie,1530640830
6449,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5ace14cc00252a22311a348f,,1530640830
6450,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,41,5ad3a4b300252a222e8e5eba,,1530640830
6451,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,20,5a7767cb00252a222072c1e3,,1530640830
6452,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,12,5a4e7d2100252a227a144058,,1530640830
6453,Mobile Safari,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,7,5accbd4b00252a222288a902,google.ie,1530640830
6454,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,22,5a54fddb00252a225a89cecb,,1530640830
6455,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,31,5adde29f00252a2223b3029b,,1530640830
6456,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,25,5a86bce800252a221c961357,,1530640830
6457,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,18,5a9c194900252a221689c09d,,1530640830
6458,Samsung Internet,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,9,5a784fa200252a2212d8c7a4,google.ie,1530640830
6459,Mobile Safari,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,7,5a6c4b4600252a22134df519,google.com,1530640830
6460,Chrome Mobile,Mobile,Ireland,True,False,cjawivamo545707qylvkasw8v,im,29,5a8c20d800252a2236d1d3bd,,1530640830
6461,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,38,5ad25d8400252a22459ac43f,,1530640830
6462,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a7f2e9100252a2200163ad0,,1530640830
6463,Chrome Mobile,Mobile,Ireland,True,False,cjawivamo545707qylvkasw8v,im,42,5a70669a00252a22734fb4d4,android.googlequicksearchbox,1530640830
6464,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,11,5a71c6d600252a2205bf7c09,bankofireland.com,1530640830
6465,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a9d581300252a22290ee279,,1530640830
6466,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,20,5a8a8db300252a222880e13d,,1530640830
6467,Chrome Mobile,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,25,5a61e6c100252a220b5b3d27,,1530640830
6468,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a9d5d5700252a224fb30a03,,1530640830
6469,Mobile Safari,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,45,5aa268ed00252a2260582f49,bankofireland.com,1530640830
6470,Facebook,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,17,5a9fcf3900252a220770ab9e,facebook.com,1530640830
